SID,CB,block,trial,memrich,mondrich,eye,loc,image,urban,resp,corr,RT,cond,phase,locrep,eyerep
9,1,18,46,2,3,1,1,7,2,2,1,3576.215451,3,2,0,1
9,1,18,47,2,3,1,4,9,2,2,1,2142.564435,3,2,0,1
9,1,18,48,2,3,2,3,10,2,2,1,4278.655634,1,2,0,0
10,1,1,1,3,4,1,4,7,2,2,1,2661.053922,3,1,99,99
10,1,1,2,3,4,2,2,1,1,1,1,887.0109208,3,1,0,0
10,1,1,3,3,4,1,1,3,1,1,1,1016.936339,1,1,0,0
10,1,1,4,3,4,2,3,4,1,2,0,988.878384,3,1,0,0
10,1,1,5,3,4,2,1,9,2,2,1,2122.658057,1,1,0,1
10,1,1,6,3,4,2,2,8,2,2,1,962.6154681,3,1,0,1
10,1,1,7,3,4,2,1,10,2,2,1,1041.537906,1,1,0,1
10,1,1,8,3,4,2,1,5,1,1,1,2157.464323,1,1,1,1
10,1,1,9,3,4,2,1,2,1,1,1,2532.271121,1,1,1,1
10,1,1,10,3,4,1,3,4,1,1,1,1300.356732,3,1,0,0
10,1,1,11,3,4,1,1,5,1,1,1,1397.109021,1,1,0,1
10,1,1,12,3,4,2,1,8,2,2,1,2658.738548,1,1,0,0
10,1,1,13,3,4,1,1,7,2,2,1,2254.257008,1,1,0,0
10,1,1,14,3,4,2,2,3,1,1,1,736.971054,3,1,0,0
10,1,1,15,3,4,1,3,9,2,2,1,1376.41076,3,1,1,0
10,1,1,16,3,4,2,4,1,1,1,1,702.9816767,2,1,0,0
10,1,1,17,3,4,2,2,10,2,2,1,1407.792697,3,1,0,1
10,1,1,18,3,4,1,1,6,2,2,1,812.963207,1,1,0,0
10,1,1,19,3,4,1,2,1,1,1,1,801.5908815,2,1,0,1
10,1,1,20,3,4,1,2,6,2,2,1,1158.498258,2,1,1,1
10,1,1,21,3,4,1,2,4,1,1,1,597.3750551,2,1,1,1
10,1,1,22,3,4,2,3,7,2,2,1,1331.027257,3,1,0,0
10,1,1,23,3,4,1,2,9,2,2,1,659.2726673,2,1,0,0
10,1,1,24,3,4,1,1,2,1,1,1,974.3292325,1,1,0,1
10,1,1,25,3,4,1,3,3,1,1,1,988.4785956,3,1,0,1
10,1,1,26,3,4,2,3,8,2,2,1,906.0519994,3,1,0,0
10,1,1,27,3,4,1,1,5,1,1,1,1243.013884,1,1,0,0
10,1,1,28,3,4,1,1,10,2,2,1,654.805426,1,1,1,1
10,1,1,29,3,4,1,1,4,1,1,1,665.3608626,1,1,1,1
10,1,1,30,3,4,1,4,3,1,1,1,1499.81293,3,1,0,1
10,1,1,31,3,4,2,1,2,1,1,1,1237.055853,1,1,0,0
10,1,1,32,3,4,2,1,1,1,1,1,816.6440162,1,1,1,1
10,1,1,33,3,4,1,1,9,2,2,1,1108.514144,1,1,0,0
10,1,1,34,3,4,1,4,8,2,2,1,1525.610014,3,1,0,1
10,1,1,35,3,4,2,1,5,1,1,1,558.0707698,1,1,0,0
10,1,1,36,3,4,2,4,6,2,2,1,820.8554187,2,1,0,1
10,1,1,37,3,4,2,1,7,2,2,1,808.964683,1,1,0,1
10,1,1,38,3,4,2,4,3,1,1,1,685.8808696,2,1,0,1
10,1,1,39,3,4,1,1,5,1,1,1,687.3213255,1,1,1,0
10,1,1,40,3,4,1,4,1,1,1,1,960.9188526,3,1,0,1
10,1,1,41,3,4,2,4,10,2,2,1,951.9439747,2,1,0,0
10,1,1,42,3,4,2,1,2,1,1,1,2142.99436,1,1,0,1
10,1,1,43,3,4,1,1,6,2,2,1,542.496019,1,1,0,0
10,1,1,44,3,4,1,3,8,2,2,1,1230.505994,3,1,0,1
10,1,1,45,3,4,2,1,7,2,2,1,1074.4677,1,1,0,0
10,1,1,46,3,4,1,1,10,2,2,1,1076.889513,1,1,0,0
10,1,1,47,3,4,2,3,4,1,1,1,1311.37255,3,1,0,0
10,1,1,48,3,4,2,1,9,2,2,1,655.94003,1,1,0,1
10,1,2,1,3,4,1,4,10,2,2,1,1227.20734,3,1,0,0
10,1,2,2,3,4,2,2,3,1,1,1,1007.944469,3,1,0,0
10,1,2,3,3,4,1,1,1,1,1,1,956.5122048,1,1,0,0
10,1,2,4,3,4,2,3,2,1,1,1,907.7454088,3,1,0,0
10,1,2,5,3,4,2,1,9,2,2,1,460.6073897,1,1,0,1
10,1,2,6,3,4,2,2,8,2,2,1,799.0719271,3,1,0,1
10,1,2,7,3,4,2,1,6,2,2,1,700.1087796,1,1,0,1
10,1,2,8,3,4,2,1,4,1,1,1,597.2788748,1,1,1,1
10,1,2,9,3,4,2,1,1,1,1,1,650.5815205,1,1,1,1
10,1,2,10,3,4,1,3,2,1,1,1,1261.514431,3,1,0,0
10,1,2,11,3,4,1,1,3,1,1,1,1392.340416,1,1,0,1
10,1,2,12,3,4,2,1,6,2,2,1,1014.063122,1,1,0,0
10,1,2,13,3,4,1,1,10,2,2,1,1091.172566,1,1,0,0
10,1,2,14,3,4,2,2,4,1,1,1,1100.964012,3,1,0,0
10,1,2,15,3,4,1,3,7,2,2,1,693.7759668,3,1,1,0
10,1,2,16,3,4,2,4,5,1,1,1,1143.452177,2,1,0,0
10,1,2,17,3,4,2,2,8,2,2,1,638.7122651,3,1,0,1
10,1,2,18,3,4,1,1,9,2,2,1,586.2633775,1,1,0,0
10,1,2,19,3,4,1,2,1,1,1,1,631.8203255,2,1,0,1
10,1,2,20,3,4,1,2,7,2,2,1,779.6740204,2,1,1,1
10,1,2,21,3,4,1,2,3,1,1,1,561.6021797,2,1,1,1
10,1,2,22,3,4,2,3,6,2,2,1,1136.523047,3,1,0,0
10,1,2,23,3,4,1,2,10,2,2,1,1112.35365,2,1,0,0
10,1,2,24,3,4,1,1,5,1,1,1,1265.110602,1,1,0,1
10,1,2,25,3,4,1,3,2,1,1,1,699.6852669,3,1,0,1
10,1,2,26,3,4,2,3,8,2,2,1,716.2455425,3,1,0,0
10,1,2,27,3,4,1,1,4,1,1,1,1100.535049,1,1,0,0
10,1,2,28,3,4,1,1,9,2,2,1,597.30292,1,1,1,1
10,1,2,29,3,4,1,1,5,1,1,1,739.1232422,1,1,1,1
10,1,2,30,3,4,1,4,4,1,1,1,938.5816846,3,1,0,1
10,1,2,31,3,4,2,1,1,1,1,1,1002.399371,1,1,0,0
10,1,2,32,3,4,2,1,2,1,1,1,687.0686929,1,1,1,1
10,1,2,33,3,4,1,1,8,2,2,1,832.662157,1,1,0,0
10,1,2,34,3,4,1,4,10,2,2,1,788.6072202,3,1,0,1
10,1,2,35,3,4,2,1,3,1,1,1,937.7942909,1,1,0,0
10,1,2,36,3,4,2,4,7,2,2,1,641.2687299,2,1,0,1
10,1,2,37,3,4,2,1,6,2,2,1,1476.988129,1,1,0,1
10,1,2,38,3,4,2,4,3,1,1,1,959.3421414,2,1,0,1
10,1,2,39,3,4,1,1,1,1,1,1,1526.180041,1,1,1,0
10,1,2,40,3,4,1,4,2,1,1,1,942.8581686,3,1,0,1
10,1,2,41,3,4,2,4,9,2,2,1,814.3651912,2,1,0,0
10,1,2,42,3,4,2,1,4,1,1,1,763.0201296,1,1,0,1
10,1,2,43,3,4,1,1,10,2,2,1,706.3030933,1,1,0,0
10,1,2,44,3,4,1,3,9,2,2,1,930.8712531,3,1,0,1
10,1,2,45,3,4,2,1,8,2,2,1,1731.02809,1,1,0,0
10,1,2,46,3,4,1,1,6,2,2,1,834.8188337,1,1,0,0
10,1,2,47,3,4,2,3,5,1,1,1,998.6941959,3,1,0,0
10,1,2,48,3,4,2,1,7,2,2,1,1467.448995,1,1,0,1
10,1,3,1,3,4,1,4,10,2,2,1,2957.462464,3,1,0,0
10,1,3,2,3,4,2,2,1,1,1,1,1324.668155,3,1,0,0
10,1,3,3,3,4,1,1,3,1,1,1,1324.889048,1,1,0,0
10,1,3,4,3,4,2,3,5,1,1,1,1205.185001,3,1,0,0
10,1,3,5,3,4,2,1,8,2,2,1,1010.207585,1,1,0,1
10,1,3,6,3,4,2,2,9,2,2,1,775.4071541,3,1,0,1
10,1,3,7,3,4,2,1,6,2,2,1,997.4816865,1,1,0,1
10,1,3,8,3,4,2,1,2,1,1,1,1010.873151,1,1,1,1
10,1,3,9,3,4,2,1,1,1,1,1,815.7857701,1,1,1,1
10,1,3,10,3,4,1,3,2,1,1,1,1196.197619,3,1,0,0
10,1,3,11,3,4,1,1,5,1,1,1,857.6756946,1,1,0,1
10,1,3,12,3,4,2,1,7,2,2,1,733.0049106,1,1,0,0
10,1,3,13,3,4,1,1,8,2,2,1,572.6045326,1,1,0,0
10,1,3,14,3,4,2,2,4,1,1,1,690.5330969,3,1,0,0
10,1,3,15,3,4,1,3,9,2,2,1,947.8316375,3,1,1,0
10,1,3,16,3,4,2,4,3,1,1,1,882.9578946,2,1,0,0
10,1,3,17,3,4,2,2,10,2,2,1,628.7294202,3,1,0,1
10,1,3,18,3,4,1,1,6,2,2,1,921.1965052,1,1,0,0
10,1,3,19,3,4,1,2,4,1,1,1,864.846556,2,1,0,1
10,1,3,20,3,4,1,2,6,2,2,1,3043.855844,2,1,1,1
10,1,3,21,3,4,1,2,5,1,1,1,1015.437534,2,1,1,1
10,1,3,22,3,4,2,3,8,2,2,1,827.3911716,3,1,0,0
10,1,3,23,3,4,1,2,9,2,2,1,1079.904756,2,1,0,0
10,1,3,24,3,4,1,1,1,1,1,1,737.9084886,1,1,0,1
10,1,3,25,3,4,1,3,2,1,1,1,945.5037606,3,1,0,1
10,1,3,26,3,4,2,3,7,2,2,1,585.0579212,3,1,0,0
10,1,3,27,3,4,1,1,3,1,1,1,630.4917589,1,1,0,0
10,1,3,28,3,4,1,1,10,2,2,1,506.8690167,1,1,1,1
10,1,3,29,3,4,1,1,1,1,1,1,539.987003,1,1,1,1
10,1,3,30,3,4,1,4,5,1,1,1,1163.35599,3,1,0,1
10,1,3,31,3,4,2,1,4,1,1,1,1290.577789,1,1,0,0
10,1,3,32,3,4,2,1,2,1,1,1,788.1574186,1,1,1,1
10,1,3,33,3,4,1,1,10,2,2,1,417.5979297,1,1,0,0
10,1,3,34,3,4,1,4,9,2,2,1,469.5867563,3,1,0,1
10,1,3,35,3,4,2,1,3,1,1,1,656.1468169,1,1,0,0
10,1,3,36,3,4,2,4,8,2,2,1,1195.238063,2,1,0,1
10,1,3,37,3,4,2,1,7,2,2,1,1264.709852,1,1,0,1
10,1,3,38,3,4,2,4,4,1,1,1,723.172748,2,1,0,1
10,1,3,39,3,4,1,1,3,1,1,1,659.4262349,1,1,1,0
10,1,3,40,3,4,1,4,1,1,1,1,766.6220712,3,1,0,1
10,1,3,41,3,4,2,4,6,2,1,0,492.6039169,2,1,0,0
10,1,3,42,3,4,2,1,2,1,1,1,662.1635181,1,1,0,1
10,1,3,43,3,4,1,1,6,2,2,1,624.9142794,1,1,0,0
10,1,3,44,3,4,1,3,8,2,2,1,1317.286339,3,1,0,1
10,1,3,45,3,4,2,1,10,2,2,1,861.6177926,1,1,0,0
10,1,3,46,3,4,1,1,9,2,2,1,848.485373,1,1,0,0
10,1,3,47,3,4,2,3,5,1,1,1,611.0496095,3,1,0,0
10,1,3,48,3,4,2,1,7,2,2,1,1432.316037,1,1,0,1
10,1,4,1,3,4,1,4,10,2,2,1,1032.93813,3,1,0,0
10,1,4,2,3,4,2,2,1,1,1,1,604.1682495,3,1,0,0
10,1,4,3,3,4,1,1,2,1,1,1,585.438794,1,1,0,0
10,1,4,4,3,4,2,3,3,1,1,1,703.104787,3,1,0,0
10,1,4,5,3,4,2,1,7,2,2,1,471.6039717,1,1,0,1
10,1,4,6,3,4,2,2,8,2,2,1,602.1039058,3,1,0,1
10,1,4,7,3,4,2,1,9,2,2,1,782.4924155,1,1,0,1
10,1,4,8,3,4,2,1,4,1,1,1,1924.368843,1,1,1,1
10,1,4,9,3,4,2,1,5,1,1,1,948.6639153,1,1,1,1
10,1,4,10,3,4,1,3,4,1,2,0,1179.750195,3,1,0,0
10,1,4,11,3,4,1,1,2,1,1,1,1313.870665,1,1,0,1
10,1,4,12,3,4,2,1,8,2,2,1,1434.621152,1,1,0,0
10,1,4,13,3,4,1,1,10,2,2,1,598.1079468,1,1,0,0
10,1,4,14,3,4,2,2,3,1,1,1,554.8003288,3,1,0,0
10,1,4,15,3,4,1,3,7,2,2,1,673.8984422,3,1,1,0
10,1,4,16,3,4,2,4,1,1,1,1,620.4964106,2,1,0,0
10,1,4,17,3,4,2,2,6,2,1,0,656.3920761,3,1,0,1
10,1,4,18,3,4,1,1,9,2,2,1,1027.26447,1,1,0,0
10,1,4,19,3,4,1,2,4,1,1,1,567.2739153,2,1,0,1
10,1,4,20,3,4,1,2,8,2,2,1,965.5447907,2,1,1,1
10,1,4,21,3,4,1,2,1,1,1,1,723.7607285,2,1,1,1
10,1,4,22,3,4,2,3,10,2,2,1,788.3978684,3,1,0,0
10,1,4,23,3,4,1,2,7,2,2,1,697.4481198,2,1,0,0
10,1,4,24,3,4,1,1,2,1,1,1,1323.108115,1,1,0,1
10,1,4,25,3,4,1,3,3,1,1,1,2916.110185,3,1,0,1
10,1,4,26,3,4,2,3,9,2,2,1,1132.201038,3,1,0,0
10,1,4,27,3,4,1,1,5,1,1,1,971.7980949,1,1,0,0
10,1,4,28,3,4,1,1,6,2,2,1,2793.920846,1,1,1,1
10,1,4,29,3,4,1,1,5,1,1,1,759.4066462,1,1,1,1
10,1,4,30,3,4,1,4,3,1,1,1,2982.855271,3,1,0,1
10,1,4,31,3,4,2,1,1,1,1,1,1140.702069,1,1,0,0
10,1,4,32,3,4,2,1,4,1,1,1,764.2900264,1,1,1,1
10,1,4,33,3,4,1,1,9,2,2,1,915.2650833,1,1,0,0
10,1,4,34,3,4,1,4,7,2,2,1,1355.616961,3,1,0,1
10,1,4,35,3,4,2,1,2,1,1,1,3226.450723,1,1,0,0
10,1,4,36,3,4,2,4,6,2,2,1,942.7478823,2,1,0,1
10,1,4,37,3,4,2,1,10,2,2,1,1014.402958,1,1,0,1
10,1,4,38,3,4,2,4,1,1,1,1,1675.685146,2,1,0,1
10,1,4,39,3,4,1,1,5,1,1,1,765.6012806,1,1,1,0
10,1,4,40,3,4,1,4,4,1,1,1,980.0859271,3,1,0,1
10,1,4,41,3,4,2,4,8,2,2,1,530.4151673,2,1,0,0
10,1,4,42,3,4,2,1,2,1,1,1,698.6664,1,1,0,1
10,1,4,43,3,4,1,1,10,2,2,1,963.4131212,1,1,0,0
10,1,4,44,3,4,1,3,6,2,2,1,1026.189178,3,1,0,1
10,1,4,45,3,4,2,1,7,2,2,1,1878.420762,1,1,0,0
10,1,4,46,3,4,1,1,9,2,2,1,1216.759945,1,1,0,0
10,1,4,47,3,4,2,3,3,1,1,1,1229.244753,3,1,0,0
10,1,4,48,3,4,2,1,8,2,2,1,1409.458215,1,1,0,1
10,1,5,1,3,4,1,4,6,2,2,1,1678.978671,3,1,0,0
10,1,5,2,3,4,2,2,1,1,1,1,641.0282797,3,1,0,0
10,1,5,3,3,4,1,1,4,1,1,1,748.5822262,1,1,0,0
10,1,5,4,3,4,2,3,2,1,1,1,1907.624863,3,1,0,0
10,1,5,5,3,4,2,1,10,2,2,1,828.7816141,1,1,0,1
10,1,5,6,3,4,2,2,7,2,2,1,576.901535,3,1,0,1
10,1,5,7,3,4,2,1,8,2,2,1,1671.104733,1,1,0,1
10,1,5,8,3,4,2,1,5,1,1,1,681.6739554,1,1,1,1
10,1,5,9,3,4,2,1,5,1,1,1,850.8138913,1,1,1,1
10,1,5,10,3,4,1,3,3,1,1,1,1766.271014,3,1,0,0
10,1,5,11,3,4,1,1,1,1,1,1,948.2073807,1,1,0,1
10,1,5,12,3,4,2,1,6,2,2,1,1059.156802,1,1,0,0
10,1,5,13,3,4,1,1,10,2,2,1,1022.138075,1,1,0,0
10,1,5,14,3,4,2,2,4,1,1,1,1826.990101,3,1,0,0
10,1,5,15,3,4,1,3,8,2,2,1,911.0091175,3,1,1,0
10,1,5,16,3,4,2,4,2,1,1,1,1135.588498,2,1,0,0
10,1,5,17,3,4,2,2,7,2,2,1,607.5585952,3,1,0,1
10,1,5,18,3,4,1,1,9,2,2,1,1067.943168,1,1,0,0
10,1,5,19,3,4,1,2,2,1,1,1,622.6197449,2,1,0,1
10,1,5,20,3,4,1,2,7,2,2,1,834.6822581,2,1,1,1
10,1,5,21,3,4,1,2,3,1,1,1,838.5563891,2,1,1,1
10,1,5,22,3,4,2,3,8,2,2,1,705.8988167,3,1,0,0
10,1,5,23,3,4,1,2,9,2,2,1,578.9799853,2,1,0,0
10,1,5,24,3,4,1,1,1,1,1,1,1104.939774,1,1,0,1
10,1,5,25,3,4,1,3,5,1,1,1,689.839639,3,1,0,1
10,1,5,26,3,4,2,3,10,2,2,1,723.6167791,3,1,0,0
10,1,5,27,3,4,1,1,4,1,1,1,467.498688,1,1,0,0
10,1,5,28,3,4,1,1,6,2,2,1,542.1622742,1,1,1,1
10,1,5,29,3,4,1,1,4,1,1,1,669.4917944,1,1,1,1
10,1,5,30,3,4,1,4,3,1,1,1,735.9047381,3,1,0,1
10,1,5,31,3,4,2,1,5,1,1,1,671.0951151,1,1,0,0
10,1,5,32,3,4,2,1,1,1,1,1,1513.467607,1,1,1,1
10,1,5,33,3,4,1,1,7,2,2,1,578.3669979,1,1,0,0
10,1,5,34,3,4,1,4,6,2,2,1,1224.974039,3,1,0,1
10,1,5,35,3,4,2,1,2,1,1,1,1196.957762,1,1,0,0
10,1,5,36,3,4,2,4,10,2,2,1,1114.899535,2,1,0,1
10,1,5,37,3,4,2,1,8,2,2,1,971.0475702,1,1,0,1
10,1,5,38,3,4,2,4,3,1,1,1,1089.276537,2,1,0,1
10,1,5,39,3,4,1,1,1,1,1,1,858.8417168,1,1,1,0
10,1,5,40,3,4,1,4,4,1,1,1,997.935015,3,1,0,1
10,1,5,41,3,4,2,4,9,2,2,1,699.5627978,2,1,0,0
10,1,5,42,3,4,2,1,2,1,1,1,772.1049734,1,1,0,1
10,1,5,43,3,4,1,1,6,2,2,1,1034.81909,1,1,0,0
10,1,5,44,3,4,1,3,8,2,2,1,1309.99974,3,1,0,1
10,1,5,45,3,4,2,1,9,2,2,1,894.8976821,1,1,0,0
10,1,5,46,3,4,1,1,7,2,2,1,1760.612744,1,1,0,0
10,1,5,47,3,4,2,3,5,1,1,1,2879.632631,3,1,0,0
10,1,5,48,3,4,2,1,10,2,2,1,2314.531102,1,1,0,1
10,1,6,1,3,4,1,4,10,2,2,1,1524.139421,3,1,0,0
10,1,6,2,3,4,2,2,3,1,1,1,884.4230368,3,1,0,0
10,1,6,3,3,4,1,1,4,1,1,1,1006.356858,1,1,0,0
10,1,6,4,3,4,2,3,5,1,1,1,947.1821019,3,1,0,0
10,1,6,5,3,4,2,1,7,2,2,1,786.5242816,1,1,0,1
10,1,6,6,3,4,2,2,8,2,2,1,592.0277664,3,1,0,1
10,1,6,7,3,4,2,1,9,2,2,1,1205.71367,1,1,0,1
10,1,6,8,3,4,2,1,1,1,1,1,2970.863546,1,1,1,1
10,1,6,9,3,4,2,1,5,1,1,1,913.3834818,1,1,1,1
10,1,6,10,3,4,1,3,3,1,1,1,1090.431659,3,1,0,0
10,1,6,11,3,4,1,1,2,1,1,1,739.9180098,1,1,0,1
10,1,6,12,3,4,2,1,8,2,2,1,2483.552095,1,1,0,0
10,1,6,13,3,4,1,1,9,2,2,1,1581.04497,1,1,0,0
10,1,6,14,3,4,2,2,4,1,1,1,1507.445135,3,1,0,0
10,1,6,15,3,4,1,3,7,2,2,1,1788.833564,3,1,1,0
10,1,6,16,3,4,2,4,1,1,1,1,3018.169367,2,1,0,0
10,1,6,17,3,4,2,2,6,2,2,1,630.6183957,3,1,0,1
10,1,6,18,3,4,1,1,10,2,2,1,2546.928635,1,1,0,0
10,1,6,19,3,4,1,2,4,1,1,1,562.5476292,2,1,0,1
10,1,6,20,3,4,1,2,8,2,2,1,561.3764771,2,1,1,1
10,1,6,21,3,4,1,2,1,1,1,1,840.5867496,2,1,1,1
10,1,6,22,3,4,2,3,6,2,2,1,748.3065103,3,1,0,0
10,1,6,23,3,4,1,2,9,2,1,0,507.1857695,2,1,0,0
10,1,6,24,3,4,1,1,5,1,1,1,763.3660568,1,1,0,1
10,1,6,25,3,4,1,3,3,1,1,1,954.2676837,3,1,0,1
10,1,6,26,3,4,2,3,7,2,2,1,1033.458784,3,1,0,0
10,1,6,27,3,4,1,1,2,1,1,1,604.8895998,1,1,0,0
10,1,6,28,3,4,1,1,10,2,2,1,857.9225566,1,1,1,1
10,1,6,29,3,4,1,1,5,1,1,1,1292.580898,1,1,1,1
10,1,6,30,3,4,1,4,4,1,1,1,1030.58749,3,1,0,1
10,1,6,31,3,4,2,1,3,1,1,1,970.6275843,1,1,0,0
10,1,6,32,3,4,2,1,2,1,1,1,760.8695442,1,1,1,1
10,1,6,33,3,4,1,1,9,2,2,1,648.1254033,1,1,0,0
10,1,6,34,3,4,1,4,8,2,2,1,1787.514936,3,1,0,1
10,1,6,35,3,4,2,1,1,1,1,1,2689.243964,1,1,0,0
10,1,6,36,3,4,2,4,10,2,2,1,811.1473282,2,1,0,1
10,1,6,37,3,4,2,1,6,2,2,1,799.9115784,1,1,0,1
10,1,6,38,3,4,2,4,4,1,1,1,1420.748146,2,1,0,1
10,1,6,39,3,4,1,1,5,1,1,1,2305.176954,1,1,1,0
10,1,6,40,3,4,1,4,3,1,1,1,1066.522589,3,1,0,1
10,1,6,41,3,4,2,4,7,2,2,1,1708.683549,2,1,0,0
10,1,6,42,3,4,2,1,2,1,1,1,917.3823262,1,1,0,1
10,1,6,43,3,4,1,1,7,2,2,1,653.9423708,1,1,0,0
10,1,6,44,3,4,1,3,10,2,2,1,2376.671088,3,1,0,1
10,1,6,45,3,4,2,1,8,2,2,1,694.8621597,1,1,0,0
10,1,6,46,3,4,1,1,9,2,2,1,752.7663778,1,1,0,0
10,1,6,47,3,4,2,3,1,1,1,1,2039.558842,3,1,0,0
10,1,6,48,3,4,2,1,6,2,2,1,2867.598908,1,1,0,1
10,1,7,1,3,4,1,4,6,2,2,1,1983.798797,3,1,0,0
10,1,7,2,3,4,2,2,1,1,1,1,1005.483223,3,1,0,0
10,1,7,3,3,4,1,1,2,1,1,1,778.6660537,1,1,0,0
10,1,7,4,3,4,2,3,5,1,1,1,1673.006533,3,1,0,0
10,1,7,5,3,4,2,1,10,2,2,1,1010.72279,1,1,0,1
10,1,7,6,3,4,2,2,9,2,2,1,791.9068362,3,1,0,1
10,1,7,7,3,4,2,1,7,2,2,1,1933.938113,1,1,0,1
10,1,7,8,3,4,2,1,4,1,1,1,685.2181894,1,1,1,1
10,1,7,9,3,4,2,1,1,1,1,1,894.9502604,1,1,1,1
10,1,7,10,3,4,1,3,2,1,1,1,664.5401265,3,1,0,0
10,1,7,11,3,4,1,1,3,1,1,1,539.0851549,1,1,0,1
10,1,7,12,3,4,2,1,10,2,2,1,995.0993075,1,1,0,0
10,1,7,13,3,4,1,1,9,2,2,1,1112.726508,1,1,0,0
10,1,7,14,3,4,2,2,5,1,1,1,585.7119453,3,1,0,0
10,1,7,15,3,4,1,3,6,2,2,1,934.7457048,3,1,1,0
10,1,7,16,3,4,2,4,4,1,1,1,830.4689322,2,1,0,0
10,1,7,17,3,4,2,2,7,2,2,1,626.9529753,3,1,0,1
10,1,7,18,3,4,1,1,8,2,2,1,902.886715,1,1,0,0
10,1,7,19,3,4,1,2,1,1,1,1,679.8163988,2,1,0,1
10,1,7,20,3,4,1,2,6,2,2,1,754.0388394,2,1,1,1
10,1,7,21,3,4,1,2,3,1,1,1,656.9912774,2,1,1,1
10,1,7,22,3,4,2,3,8,2,2,1,1091.855765,3,1,0,0
10,1,7,23,3,4,1,2,9,2,2,1,741.7637045,2,1,0,0
10,1,7,24,3,4,1,1,5,1,1,1,717.0297303,1,1,0,1
10,1,7,25,3,4,1,3,4,1,1,1,845.5756069,3,1,0,1
10,1,7,26,3,4,2,3,7,2,2,1,904.9632417,3,1,0,0
10,1,7,27,3,4,1,1,2,1,1,1,665.7192933,1,1,0,0
10,1,7,28,3,4,1,1,10,2,2,1,1307.939564,1,1,1,1
10,1,7,29,3,4,1,1,5,1,1,1,701.1154639,1,1,1,1
10,1,7,30,3,4,1,4,2,1,1,1,757.6305219,3,1,0,1
10,1,7,31,3,4,2,1,4,1,1,1,1813.232511,1,1,0,0
10,1,7,32,3,4,2,1,3,1,1,1,769.7639519,1,1,1,1
10,1,7,33,3,4,1,1,8,2,2,1,551.959171,1,1,0,0
10,1,7,34,3,4,1,4,10,2,2,1,767.1161159,3,1,0,1
10,1,7,35,3,4,2,1,1,1,1,1,989.3217736,1,1,0,0
10,1,7,36,3,4,2,4,9,2,2,1,634.615958,2,1,0,1
10,1,7,37,3,4,2,1,7,2,2,1,902.5475201,1,1,0,1
10,1,7,38,3,4,2,4,5,1,1,1,695.0846561,2,1,0,1
10,1,7,39,3,4,1,1,4,1,1,1,856.6632394,1,1,1,0
10,1,7,40,3,4,1,4,3,1,1,1,2252.105461,3,1,0,1
10,1,7,41,3,4,2,4,6,2,2,1,710.7571899,2,1,0,0
10,1,7,42,3,4,2,1,1,1,1,1,1607.7532,1,1,0,1
10,1,7,43,3,4,1,1,6,2,2,1,836.5846989,1,1,0,0
10,1,7,44,3,4,1,3,8,2,2,1,1504.351344,3,1,0,1
10,1,7,45,3,4,2,1,9,2,2,1,673.2569213,1,1,0,0
10,1,7,46,3,4,1,1,7,2,2,1,931.5018733,1,1,0,0
10,1,7,47,3,4,2,3,2,1,1,1,1739.153699,3,1,0,0
10,1,7,48,3,4,2,1,10,2,2,1,571.2237079,1,1,0,1
10,1,8,1,3,4,1,4,6,2,2,1,1704.525045,3,1,0,0
10,1,8,2,3,4,2,2,5,1,1,1,1121.659067,3,1,0,0
10,1,8,3,3,4,1,1,1,1,1,1,881.8396416,1,1,0,0
10,1,8,4,3,4,2,3,4,1,1,1,739.6862158,3,1,0,0
10,1,8,5,3,4,2,1,10,2,2,1,835.3305114,1,1,0,1
10,1,8,6,3,4,2,2,8,2,2,1,670.6629463,3,1,0,1
10,1,8,7,3,4,2,1,9,2,2,1,601.218729,1,1,0,1
10,1,8,8,3,4,2,1,3,1,1,1,765.7731222,1,1,1,1
10,1,8,9,3,4,2,1,4,1,1,1,924.1925126,1,1,1,1
10,1,8,10,3,4,1,3,1,1,1,1,1092.320314,3,1,0,0
10,1,8,11,3,4,1,1,2,1,1,1,725.8734829,1,1,0,1
10,1,8,12,3,4,2,1,8,2,2,1,2662.267393,1,1,0,0
10,1,8,13,3,4,1,1,6,2,2,1,1457.250707,1,1,0,0
10,1,8,14,3,4,2,2,3,1,1,1,556.1506962,3,1,0,0
10,1,8,15,3,4,1,3,9,2,2,1,1075.550687,3,1,1,0
10,1,8,16,3,4,2,4,5,1,1,1,749.81301,2,1,0,0
10,1,8,17,3,4,2,2,7,2,2,1,1012.404658,3,1,0,1
10,1,8,18,3,4,1,1,10,2,2,1,657.2903974,1,1,0,0
10,1,8,19,3,4,1,2,4,1,1,1,780.1392111,2,1,0,1
10,1,8,20,3,4,1,2,10,2,2,1,994.7928139,2,1,1,1
10,1,8,21,3,4,1,2,2,1,1,1,1168.124916,2,1,1,1
10,1,8,22,3,4,2,3,7,2,2,1,822.2721503,3,1,0,0
10,1,8,23,3,4,1,2,9,2,2,1,1138.543149,2,1,0,0
10,1,8,24,3,4,1,1,1,1,1,1,1210.52235,1,1,0,1
10,1,8,25,3,4,1,3,5,1,1,1,991.3232799,3,1,0,1
10,1,8,26,3,4,2,3,6,2,2,1,788.6085028,3,1,0,0
10,1,8,27,3,4,1,1,3,1,1,1,714.1824809,1,1,0,0
10,1,8,28,3,4,1,1,8,2,2,1,667.1706501,1,1,1,1
