SID,CB,block,trial,eye,loc,locrep,eyerep,tarimg,urban,resp,corr,RT
1,1,4,11,2,4,0,1,3,1,1,1,573.4023736
1,1,4,12,1,4,1,0,4,1,1,1,715.1557335
1,1,4,13,1,4,1,1,9,2,2,1,682.4396958
1,1,4,14,2,1,0,0,10,2,2,1,859.2696777
1,1,4,15,2,1,1,1,1,1,1,1,637.5241533
1,1,4,16,2,3,0,1,7,2,2,1,776.6575625
1,1,4,17,1,2,0,0,8,2,2,1,1197.638582
1,1,4,18,2,2,1,0,3,1,1,1,673.6199656
1,1,4,19,1,3,0,0,2,1,1,1,762.4943773
1,1,4,20,1,3,1,1,6,2,2,1,849.0126936
1,1,4,21,1,3,1,1,5,1,1,1,1091.307131
1,1,4,22,2,1,0,0,3,1,1,1,644.0195271
1,1,4,23,1,1,1,0,5,1,1,1,646.9712995
1,1,4,24,1,1,1,1,9,2,2,1,570.0562622
1,1,4,25,1,2,0,1,4,1,2,0,543.5278218
1,1,4,26,2,2,1,0,7,2,2,1,749.2509962
1,1,4,27,2,4,0,1,2,1,1,1,851.6909932
1,1,4,28,2,4,1,1,1,1,1,1,949.6980419
1,1,4,29,1,3,0,0,5,1,1,1,780.0719622
1,1,4,30,1,3,1,1,2,1,1,1,1009.968122
1,1,4,31,2,3,1,0,8,2,2,1,629.0965178
1,1,4,32,1,2,0,0,3,1,1,1,664.7649691
1,1,4,33,1,1,0,1,10,2,2,1,498.4949392
1,1,4,34,2,1,1,0,9,2,2,1,834.7238328
1,1,4,35,1,1,1,0,1,1,1,1,733.7499436
1,1,4,36,1,4,0,1,4,1,1,1,660.0203966
1,1,4,37,1,4,1,1,3,1,1,1,557.3877185
1,1,4,38,2,2,0,0,8,2,2,1,763.6745092
1,1,4,39,2,4,0,1,10,2,2,1,849.6106144
1,1,4,40,2,4,1,1,6,2,2,1,827.8799658
1,1,4,41,1,4,1,0,7,2,2,1,687.544303
1,1,4,42,2,2,0,0,1,1,1,1,752.3255586
1,1,4,43,2,2,1,1,8,2,2,1,918.7600568
1,1,4,44,1,2,1,0,9,2,2,1,1173.879171
1,1,4,45,1,1,0,1,5,1,1,1,915.4161895
1,1,4,46,2,1,1,0,2,1,1,1,650.9143696
1,1,4,47,2,3,0,1,10,2,2,1,861.2820893
1,1,4,48,1,3,1,0,6,2,2,1,1303.261184
1,1,5,1,2,2,99,99,2,1,1,1,743.7417905
1,1,5,2,1,4,0,0,6,2,2,1,710.4050694
1,1,5,3,2,3,0,0,5,1,1,1,775.045902
1,1,5,4,2,3,1,1,6,2,2,1,628.4277446
1,1,5,5,2,1,0,1,8,2,2,1,631.3371973
1,1,5,6,1,1,1,0,9,2,2,1,530.0019907
1,1,5,7,1,2,0,1,7,2,2,1,937.5777256
1,1,5,8,1,2,1,1,4,1,2,0,776.7979859
1,1,5,9,2,4,0,0,8,2,2,1,845.3648968
1,1,5,10,2,3,0,1,1,1,1,1,544.3322093
1,1,5,11,2,4,0,1,3,1,1,1,727.3331168
1,1,5,12,1,4,1,0,4,1,2,0,982.0646248
1,1,5,13,1,4,1,1,10,2,2,1,674.0114191
1,1,5,14,2,1,0,0,6,2,2,1,707.5693547
1,1,5,15,2,1,1,1,1,1,1,1,491.7527025
1,1,5,16,2,3,0,1,9,2,2,1,964.767566
1,1,5,17,1,2,0,0,7,2,2,1,826.3830803
1,1,5,18,2,2,1,0,3,1,2,0,1277.892677
1,1,5,19,1,3,0,0,2,1,1,1,798.2753597
1,1,5,20,1,3,1,1,6,2,2,1,1010.540716
1,1,5,21,1,3,1,1,5,1,1,1,1423.121351
1,1,5,22,2,1,0,0,1,1,1,1,610.3192447
1,1,5,23,1,1,1,0,3,1,1,1,678.9457873
1,1,5,24,1,1,1,1,9,2,2,1,512.4657638
1,1,5,25,1,2,0,1,2,1,1,1,712.612086
1,1,5,26,2,2,1,0,8,2,1,0,632.8222207
1,1,5,27,2,4,0,1,4,1,1,1,1306.68456
1,1,5,28,2,4,1,1,5,1,2,0,1562.992463
1,1,5,29,1,3,0,0,3,1,1,1,696.942718
1,1,5,30,1,3,1,1,2,1,1,1,665.9133616
1,1,5,31,2,3,1,0,7,2,2,1,675.6827116
1,1,5,32,1,2,0,0,4,1,1,1,724.8013318
1,1,5,33,1,1,0,1,10,2,2,1,540.6536348
1,1,5,34,2,1,1,0,9,2,2,1,730.6599922
1,1,5,35,1,1,1,0,1,1,1,1,658.2272758
1,1,5,36,1,4,0,1,5,1,1,1,1117.041444
1,1,5,37,1,4,1,1,3,1,1,1,795.7689019
1,1,5,38,2,2,0,0,8,2,2,1,816.8605929
1,1,5,39,2,4,0,1,6,2,2,1,731.9702881
1,1,5,40,2,4,1,1,7,2,2,1,722.933511
1,1,5,41,1,4,1,0,10,2,2,1,794.4813687
1,1,5,42,2,2,0,0,4,1,1,1,703.3255608
1,1,5,43,2,2,1,1,7,2,2,1,631.954354
1,1,5,44,1,2,1,0,10,2,2,1,554.0166001
1,1,5,45,1,1,0,1,2,1,1,1,664.042976
1,1,5,46,2,1,1,0,1,1,1,1,538.5027232
1,1,5,47,2,3,0,1,8,2,2,1,497.4276589
1,1,5,48,1,3,1,0,9,2,2,1,546.1618786
1,1,6,1,2,2,99,99,2,1,1,1,611.2486667
1,1,6,2,1,4,0,0,6,2,2,1,839.8457526
1,1,6,3,2,3,0,0,1,1,1,1,890.6722134
1,1,6,4,2,3,1,1,7,2,2,1,1243.311063
1,1,6,5,2,1,0,1,10,2,2,1,805.9595216
1,1,6,6,1,1,1,0,8,2,2,1,753.9083653
1,1,6,7,1,2,0,1,9,2,2,1,792.2794819
1,1,6,8,1,2,1,1,3,1,1,1,797.2930386
1,1,6,9,2,4,0,0,7,2,2,1,1034.130849
1,1,6,10,2,3,0,1,2,1,2,0,1228.804835
1,1,6,11,2,4,0,1,5,1,1,1,839.6373619
1,1,6,12,1,4,1,0,4,1,1,1,786.7455902
1,1,6,13,1,4,1,1,10,2,2,1,1487.747115
1,1,6,14,2,1,0,0,8,2,2,1,432.3575418
1,1,6,15,2,1,1,1,2,1,1,1,587.4693785
1,1,6,16,2,3,0,1,6,2,2,1,728.4205949
1,1,6,17,1,2,0,0,9,2,2,1,606.9657595
1,1,6,18,2,2,1,0,3,1,1,1,611.2146829
1,1,6,19,1,3,0,0,1,1,1,1,767.7051036
1,1,6,20,1,3,1,1,10,2,2,1,1301.498521
1,1,6,21,1,3,1,1,5,1,1,1,852.745129
1,1,6,22,2,1,0,0,3,1,1,1,743.1833039
1,1,6,23,1,1,1,0,5,1,1,1,788.50633
1,1,6,24,1,1,1,1,7,2,2,1,712.6919157
1,1,6,25,1,2,0,1,4,1,1,1,960.9370267
1,1,6,26,2,2,1,0,9,2,2,1,838.8275241
1,1,6,27,2,4,0,1,2,1,1,1,961.4637739
1,1,6,28,2,4,1,1,1,1,1,1,831.9759625
1,1,6,29,1,3,0,0,4,1,1,1,1234.346421
1,1,6,30,1,3,1,1,3,1,1,1,733.1818389
1,1,6,31,2,3,1,0,8,2,2,1,852.1462467
1,1,6,32,1,2,0,0,1,1,2,0,934.3608164
1,1,6,33,1,1,0,1,6,2,2,1,1796.544756
1,1,6,34,2,1,1,0,8,2,2,1,593.1504264
1,1,6,35,1,1,1,0,2,1,1,1,1158.095669
1,1,6,36,1,4,0,1,5,1,1,1,796.5284055
1,1,6,37,1,4,1,1,4,1,1,1,945.4664311
1,1,6,38,2,2,0,0,6,2,2,1,496.4725887
1,1,6,39,2,4,0,1,10,2,1,0,464.2877867
1,1,6,40,2,4,1,1,9,2,2,1,921.191494
1,1,6,41,1,4,1,0,7,2,2,1,704.7557614
1,1,6,42,2,2,0,0,1,1,1,1,1024.365346
1,1,6,43,2,2,1,1,9,2,2,1,827.7001088
1,1,6,44,1,2,1,0,8,2,2,1,583.7818272
1,1,6,45,1,1,0,1,5,1,1,1,467.6893621
1,1,6,46,2,1,1,0,3,1,1,1,572.5652848
1,1,6,47,2,3,0,1,6,2,2,1,594.1112672
1,1,6,48,1,3,1,0,7,2,2,1,638.761352
1,1,7,1,2,2,99,99,2,1,1,1,694.4144592
1,1,7,2,1,4,0,0,6,2,2,1,719.8108584
